feature,importance
RSI,10.446166038513184
sp500_PE_Ratio_YOY,7.296050071716309
XHB_homebuilder_historical_data_Close,6.9469475746154785
XLF_historical_data_Close,6.740668773651123
FEDFUNDS_FEDFUNDS,6.735888957977295
global_economic_policy_uncertainty_GEPUCURRENT,6.309685230255127
XLV_historical_data_Close,6.228943347930908
SP500_historical_data_Close,6.130640029907227
Stoch_K,6.037321090698242
gold_historical_data_Close,6.017296314239502
adp_payroll_2000_aujourdhui_PAYEMS,5.87502908706665
sp500_PE_Ratio_Value,5.815956115722656
sp-500-pe-ratio-price-to-earnings-chart_ value,5.815118312835693
average_sales_price_of_houses_sold_us_ASPUS,5.741704940795898
^VIX_historical_data_Close,5.6185150146484375
silver_historical_data_Close,5.560793876647949
BAA10Y_BAA10Y,5.4961652755737305
dollar_index_historical_data_Close,5.344887733459473
Market_yield_US_10_year_DGS10,5.202018737792969
XLE_historical_data_Close,5.140503883361816
CL=F_historical_data_Close,5.080547332763672
MACD,5.0114850997924805
MACD_Signal,4.919793128967285
hv_30,4.8325629234313965
DI_Plus,4.785894393920898
ADX,4.718698501586914
std_21,4.521044731140137
MACD_Hist,4.3716888427734375
Stoch_D,3.912652015686035
SP500_historical_data_Volume,3.2955565452575684
