feature,importance
interest_rates_rate,0.064123996
adp_payroll_2000_aujourdhui_PAYEMS,0.05770901
SP500_historical_data_Close,0.055520024
^VIX_historical_data_Close,0.05190924
average_sales_price_of_houses_sold_us_ASPUS,0.049939513
gold_historical_data_Close,0.047966804
sp500_PE_Ratio_YOY,0.044363942
dollar_index_historical_data_Close,0.04433561
hv_30,0.043833915
PPI_ProducerPriceIndexes,0.043578852
sp500_PE_Ratio_Value,0.04253208
silver_historical_data_Close,0.042304408
RSI,0.03991707
std_21,0.036836825
Market_yield_US_10_year_DGS10,0.03670679
MACD_Signal,0.03642378
XHB_homebuilder_historical_data_Close,0.03636898
MACD,0.032740988
ADX,0.031566218
DI_Plus,0.03096875
Stoch_D,0.028110366
DI_Minus,0.025891362
SP500_historical_data_Volume,0.025714168
Stoch_K,0.02557515
MACD_Hist,0.025062116
