feature,importance
^VIX_historical_data_Close,5.5284743309021
FEDFUNDS_FEDFUNDS,3.6244237422943115
RSI,3.6078596115112305
sp-500-pe-ratio-price-to-earnings-chart_ value,3.3741722106933594
SP500_historical_data_Close,3.2199604511260986
XLF_historical_data_Close,3.0909576416015625
hv_30,3.0904345512390137
DGS2_DGS2,2.9188992977142334
sp500_PE_Ratio_Value,2.9038054943084717
global_economic_policy_uncertainty_GEPUCURRENT,2.8903589248657227
sp500_PE_Ratio_YOY,2.798330783843994
r_sp_bond,2.706752300262451
dollar_index_historical_data_Close,2.6999013423919678
MACD,2.6852447986602783
ADX,2.6519083976745605
std_21,2.5671653747558594
CL=F_historical_data_Close,2.5199410915374756
Stoch_K,2.470081090927124
MACD_Hist,2.441546678543091
Stoch_D,2.4371252059936523
DI_Plus,2.4292349815368652
XLE_historical_data_Close,2.380221366882324
BAA10Y_BAA10Y,2.3640761375427246
DI_Minus,2.3638343811035156
ATR,2.3484537601470947
transactions_summary_daily_Nombre_Ventes,2.2161357402801514
SP500_historical_data_Volume,2.170468807220459
transactions_summary_daily_Somme_Ventes,1.9956263303756714
transactions_summary_daily_Somme_Achats,1.8712654113769531
transactions_summary_daily_Nombre_Achats,1.8243035078048706
