feature,importance
^VIX_historical_data_Close,14.231643676757812
sp-500-pe-ratio-price-to-earnings-chart_ value,12.241616249084473
MACD,9.726815223693848
MACD_Hist,9.662467002868652
XLF_historical_data_Close,9.401311874389648
FEDFUNDS_FEDFUNDS,9.375846862792969
RSI,8.882880210876465
SP500_historical_data_Close,8.611898422241211
BAA10Y_BAA10Y,8.523956298828125
ATR,8.505032539367676
transactions_summary_daily_Nombre_Ventes,8.47556209564209
std_21,8.20539379119873
dollar_index_historical_data_Close,8.116476058959961
transactions_summary_daily_Somme_Ventes,8.109149932861328
ADX,8.077983856201172
hv_30,7.826150894165039
sp500_PE_Ratio_Value,7.761460304260254
DI_Minus,7.604002952575684
DGS2_DGS2,7.574086666107178
global_economic_policy_uncertainty_GEPUCURRENT,7.339473247528076
XLE_historical_data_Close,7.1744279861450195
sp500_PE_Ratio_YOY,7.082675933837891
transactions_summary_daily_Somme_Achats,7.056435585021973
Stoch_D,6.813129425048828
Stoch_K,6.774257183074951
DI_Plus,6.524587154388428
r_sp_bond,6.358736038208008
SP500_historical_data_Volume,6.301785469055176
CL=F_historical_data_Close,6.260934829711914
transactions_summary_daily_Nombre_Achats,5.510333061218262
