feature,importance
RSI,10
DGS2_DGS2,10
XLF_historical_data_Close,9
ATR,8
^VIX_historical_data_Close,8
Stoch_K,7
ADX,7
DI_Plus,7
sp500_PE_Ratio_Value,7
dollar_index_historical_data_Close,7
CL=F_historical_data_Close,7
hv_30,7
XLE_historical_data_Close,6
sp500_PE_Ratio_YOY,6
SP500_historical_data_Volume,5
Stoch_D,5
DI_Minus,5
std_21,4
MACD_Hist,4
MACD,3
SP500_historical_data_Close,3
sp-500-pe-ratio-price-to-earnings-chart_ value,3
r_sp_bond,2
BAA10Y_BAA10Y,1
transactions_summary_daily_Somme_Ventes,1
transactions_summary_daily_Somme_Achats,1
FEDFUNDS_FEDFUNDS,1
transactions_summary_daily_Nombre_Ventes,1
global_economic_policy_uncertainty_GEPUCURRENT,0
transactions_summary_daily_Nombre_Achats,0
