feature,importance
^VIX_historical_data_Close,10.737722396850586
^VIX_historical_data_Close_lag1,8.012067794799805
FEDFUNDS_FEDFUNDS_lag1,5.674509048461914
FEDFUNDS_FEDFUNDS_lag5,5.663436412811279
sp-500-pe-ratio-price-to-earnings-chart_ value_lag21,5.487205982208252
sp-500-pe-ratio-price-to-earnings-chart_ value_lag1,4.9062275886535645
hv_30_lag5,4.592051029205322
RSI,4.40407133102417
sp-500-pe-ratio-price-to-earnings-chart_ value,4.317346572875977
FEDFUNDS_FEDFUNDS,4.2997236251831055
global_economic_policy_uncertainty_GEPUCURRENT_lag21,4.254604339599609
sp500_PE_Ratio_Value,4.22628116607666
global_economic_policy_uncertainty_GEPUCURRENT_lag5,4.221127510070801
sp500_PE_Ratio_Value_lag1,4.176767349243164
FEDFUNDS_FEDFUNDS_lag21,4.149491786956787
XLF_historical_data_Close_lag21,4.128737926483154
SP500_historical_data_Close_lag1,4.081606864929199
CL=F_historical_data_Close_lag1,3.8076252937316895
dollar_index_historical_data_Close_lag5,3.796973705291748
sp500_PE_Ratio_YOY_lag21,3.7826240062713623
sp500_PE_Ratio_Value_lag5,3.7694993019104004
ATR_lag21,3.7346906661987305
r_sp_bond_lag5,3.712540626525879
Stoch_K,3.7015492916107178
ADX_lag5,3.694742202758789
std_21_lag5,3.6597557067871094
SP500_historical_data_Close_lag21,3.647883653640747
dollar_index_historical_data_Close_lag1,3.6454498767852783
XLF_historical_data_Close_lag1,3.6170551776885986
sp-500-pe-ratio-price-to-earnings-chart_ value_lag5,3.6036126613616943
transactions_summary_daily_Nombre_Ventes_lag1,3.5977492332458496
ADX,3.5964250564575195
MACD_lag1,3.5793297290802
ADX_lag1,3.564828634262085
ATR_lag5,3.553384780883789
BAA10Y_BAA10Y_lag21,3.5365805625915527
DGS2_DGS2_lag5,3.5180227756500244
MACD_lag21,3.4807567596435547
sp500_PE_Ratio_Value_lag21,3.464038372039795
r_sp_bond_lag21,3.453479051589966
SP500_historical_data_Close,3.4508895874023438
SP500_historical_data_Close_lag5,3.4336748123168945
MACD_lag5,3.4270708560943604
CL=F_historical_data_Close_lag21,3.4063427448272705
DGS2_DGS2_lag1,3.396772861480713
r_sp_bond_lag1,3.3795223236083984
hv_30_lag21,3.3589062690734863
BAA10Y_BAA10Y_lag5,3.3535876274108887
dollar_index_historical_data_Close,3.337864398956299
hv_30_lag1,3.314607858657837
BAA10Y_BAA10Y_lag1,3.3137943744659424
sp500_PE_Ratio_YOY,3.2996320724487305
global_economic_policy_uncertainty_GEPUCURRENT,3.2749454975128174
DGS2_DGS2,3.273871660232544
XLE_historical_data_Close,3.2650046348571777
XLF_historical_data_Close_lag5,3.261662483215332
XLF_historical_data_Close,3.2532994747161865
global_economic_policy_uncertainty_GEPUCURRENT_lag1,3.237194776535034
XLE_historical_data_Close_lag21,3.23545241355896
hv_30,3.23352313041687
dollar_index_historical_data_Close_lag21,3.2075557708740234
Stoch_D_lag1,3.1803200244903564
CL=F_historical_data_Close_lag5,3.176520347595215
MACD_Hist_lag5,3.167724370956421
std_21,3.1530373096466064
^VIX_historical_data_Close_lag5,3.151073694229126
ADX_lag21,3.145242691040039
std_21_lag1,3.1303701400756836
DI_Plus_lag5,3.118257761001587
sp500_PE_Ratio_YOY_lag1,3.1045219898223877
ATR,3.075695514678955
DI_Minus_lag21,3.063286542892456
MACD,3.0401127338409424
MACD_Hist,3.0387024879455566
MACD_Hist_lag1,3.0175139904022217
Stoch_D,3.0139272212982178
MACD_Hist_lag21,3.0071213245391846
DI_Plus_lag1,3.0064926147460938
std_21_lag21,3.0018725395202637
DGS2_DGS2_lag21,2.987619161605835
RSI_lag1,2.983551025390625
sp500_PE_Ratio_YOY_lag5,2.9770450592041016
DI_Plus_lag21,2.9676802158355713
^VIX_historical_data_Close_lag21,2.943742513656616
Stoch_D_lag5,2.939509868621826
XLE_historical_data_Close_lag1,2.926584005355835
SP500_historical_data_Volume_lag1,2.925143003463745
Stoch_D_lag21,2.8973209857940674
RSI_lag21,2.892205238342285
DI_Minus,2.8645026683807373
DI_Plus,2.8626902103424072
transactions_summary_daily_Nombre_Ventes_lag5,2.835124969482422
transactions_summary_daily_Somme_Ventes_lag21,2.7745087146759033
transactions_summary_daily_Somme_Achats_lag1,2.734271287918091
DI_Minus_lag5,2.7336881160736084
ATR_lag1,2.732558012008667
transactions_summary_daily_Nombre_Ventes,2.7292072772979736
XLE_historical_data_Close_lag5,2.710172653198242
Stoch_K_lag21,2.6992807388305664
transactions_summary_daily_Somme_Ventes,2.6839702129364014
transactions_summary_daily_Nombre_Achats_lag1,2.6744861602783203
SP500_historical_data_Volume_lag5,2.6385304927825928
transactions_summary_daily_Somme_Achats_lag21,2.634355306625366
Stoch_K_lag1,2.6102278232574463
DI_Minus_lag1,2.603825569152832
transactions_summary_daily_Somme_Ventes_lag1,2.5979602336883545
SP500_historical_data_Volume_lag21,2.57454514503479
SP500_historical_data_Volume,2.5470240116119385
r_sp_bond,2.5015578269958496
transactions_summary_daily_Somme_Ventes_lag5,2.478191375732422
transactions_summary_daily_Somme_Achats_lag5,2.4553310871124268
RSI_lag5,2.4364917278289795
transactions_summary_daily_Somme_Achats,2.4177298545837402
BAA10Y_BAA10Y,2.388033390045166
Stoch_K_lag5,2.340810775756836
CL=F_historical_data_Close,2.322448253631592
transactions_summary_daily_Nombre_Ventes_lag21,2.243396759033203
transactions_summary_daily_Nombre_Achats_lag21,2.1300649642944336
transactions_summary_daily_Nombre_Achats,2.069571018218994
transactions_summary_daily_Nombre_Achats_lag5,2.0188732147216797
