feature,importance
^VIX_historical_data_Close,27
Stoch_K,26
RSI,23
sp500_PE_Ratio_YOY,13
^VIX_historical_data_Close_lag1,12
XLE_historical_data_Close,11
transactions_summary_daily_Nombre_Ventes_lag1,11
FEDFUNDS_FEDFUNDS_lag1,10
ADX_lag5,9
Stoch_D_lag1,9
dollar_index_historical_data_Close_lag5,9
sp500_PE_Ratio_YOY_lag21,8
CL=F_historical_data_Close_lag1,8
Stoch_D,8
std_21_lag5,7
hv_30_lag5,7
transactions_summary_daily_Somme_Ventes_lag1,7
MACD_Hist_lag21,7
CL=F_historical_data_Close_lag21,7
SP500_historical_data_Volume_lag1,6
DI_Minus,6
DI_Plus,6
sp-500-pe-ratio-price-to-earnings-chart_ value_lag21,6
sp500_PE_Ratio_Value,6
MACD_Hist_lag1,6
MACD,5
transactions_summary_daily_Nombre_Ventes_lag5,5
MACD_lag21,5
BAA10Y_BAA10Y_lag21,5
SP500_historical_data_Volume_lag21,5
MACD_Hist,5
CL=F_historical_data_Close,5
sp-500-pe-ratio-price-to-earnings-chart_ value_lag1,4
XLF_historical_data_Close_lag5,4
BAA10Y_BAA10Y,4
std_21_lag1,4
Stoch_K_lag1,4
sp500_PE_Ratio_Value_lag5,4
global_economic_policy_uncertainty_GEPUCURRENT_lag21,4
ATR_lag5,3
^VIX_historical_data_Close_lag21,3
RSI_lag1,3
SP500_historical_data_Volume_lag5,3
DI_Plus_lag5,3
XLE_historical_data_Close_lag5,3
XLF_historical_data_Close,3
DGS2_DGS2,3
std_21,3
DGS2_DGS2_lag21,3
dollar_index_historical_data_Close_lag1,3
transactions_summary_daily_Somme_Achats_lag21,3
MACD_lag5,3
DI_Minus_lag1,2
global_economic_policy_uncertainty_GEPUCURRENT,2
SP500_historical_data_Close,2
ADX,2
dollar_index_historical_data_Close_lag21,2
ADX_lag21,2
FEDFUNDS_FEDFUNDS_lag21,2
MACD_lag1,2
MACD_Hist_lag5,2
ADX_lag1,2
std_21_lag21,2
sp-500-pe-ratio-price-to-earnings-chart_ value,2
XLF_historical_data_Close_lag21,2
BAA10Y_BAA10Y_lag1,2
sp500_PE_Ratio_YOY_lag5,2
SP500_historical_data_Close_lag1,1
ATR_lag1,1
transactions_summary_daily_Somme_Achats_lag5,1
SP500_historical_data_Close_lag21,1
sp500_PE_Ratio_Value_lag1,1
XLE_historical_data_Close_lag21,1
hv_30,1
transactions_summary_daily_Somme_Achats,1
dollar_index_historical_data_Close,1
RSI_lag5,1
hv_30_lag21,1
DGS2_DGS2_lag1,1
transactions_summary_daily_Nombre_Achats_lag5,1
transactions_summary_daily_Nombre_Achats_lag1,1
BAA10Y_BAA10Y_lag5,1
sp500_PE_Ratio_YOY_lag1,1
XLF_historical_data_Close_lag1,1
global_economic_policy_uncertainty_GEPUCURRENT_lag5,1
sp-500-pe-ratio-price-to-earnings-chart_ value_lag5,1
SP500_historical_data_Volume,0
ATR,0
CL=F_historical_data_Close_lag5,0
DI_Minus_lag5,0
DI_Minus_lag21,0
hv_30_lag1,0
DI_Plus_lag1,0
Stoch_K_lag21,0
Stoch_K_lag5,0
DI_Plus_lag21,0
^VIX_historical_data_Close_lag5,0
transactions_summary_daily_Nombre_Ventes,0
FEDFUNDS_FEDFUNDS,0
r_sp_bond,0
RSI_lag21,0
transactions_summary_daily_Somme_Ventes,0
transactions_summary_daily_Nombre_Achats,0
transactions_summary_daily_Somme_Ventes_lag21,0
global_economic_policy_uncertainty_GEPUCURRENT_lag1,0
transactions_summary_daily_Nombre_Achats_lag21,0
XLE_historical_data_Close_lag1,0
Stoch_D_lag21,0
Stoch_D_lag5,0
transactions_summary_daily_Somme_Ventes_lag5,0
transactions_summary_daily_Somme_Achats_lag1,0
ATR_lag21,0
FEDFUNDS_FEDFUNDS_lag5,0
DGS2_DGS2_lag5,0
r_sp_bond_lag1,0
sp500_PE_Ratio_Value_lag21,0
r_sp_bond_lag5,0
r_sp_bond_lag21,0
transactions_summary_daily_Nombre_Ventes_lag21,0
SP500_historical_data_Close_lag5,0
