feature,importance
dollar_index_historical_data_Close,74
std_21,68
gold_historical_data_Close,67
XHB_homebuilder_historical_data_Close,67
MACD_Hist,63
DI_Plus,60
^VIX_historical_data_Close,59
sp500_PE_Ratio_YOY,58
ADX,58
sp500_PE_Ratio_Value,57
RSI,54
Market_yield_US_10_year_DGS10,54
hv_30,54
DI_Minus,54
ATR,51
Stoch_D,49
Stoch_K,45
r_sp_bond,45
r_sp_dxy,41
silver_historical_data_Close,40
SP500_historical_data_Volume,40
MACD_Signal,37
AD,36
r_sp_gold,33
MACD,30
transactions_summary_daily_Somme_Ventes,29
interest_rates_rate,26
PPI_ProducerPriceIndexes,25
SMA_100,25
SP500_historical_data_Close,24
personal_savings_rate_PSAVERT,23
average_sales_price_of_houses_sold_us_ASPUS,21
PSAR,21
OBV,21
SP500_historical_data_Low,18
Fib_Level_0,18
BB_High,17
SMA_150,16
Ichimoku_Kijun,16
SMA_200,16
CPI_price_index_CPI,16
SP500_historical_data_Open,15
adp_payroll_2000_aujourdhui_PAYEMS,15
SP500_historical_data_High,14
unemployment_rate_U2RATE,14
Fib_Level_23,14
Ichimoku_Tenkan,11
transactions_summary_daily_Nombre_Ventes,10
BB_Low,10
VWAP,10
transactions_summary_daily_Nombre_Achats,10
transactions_summary_daily_Somme_Achats,8
Fib_Level_50,8
Fib_Level_61,7
Ichimoku_A,7
EMA_12,7
BB_Mid,7
GDP_GDP,6
average_hourly_earnings_all_employees_CES0500000003,6
Ichimoku_B,6
profit_per_unit_of_real_gross_value_A466RD3Q052SBEA,6
Mortgage_debt_percent_of_disposable_personal_income_MDSP,5
Inflation_us_FPCPITOTLZGUSA,5
EMA_26,5
us_federal_debt_GFDEBTN,4
Fib_Level_38,4
Fib_Level_100,3
