feature,importance
^VIX_historical_data_Close,31
Stoch_K,18
RSI,17
transactions_summary_daily_Nombre_Ventes_lag1,12
FEDFUNDS_FEDFUNDS_lag1,12
sp500_PE_Ratio_YOY,11
std_21_lag5,10
Stoch_D_lag1,10
ADX_lag5,10
DI_Minus_lag21,9
dollar_index_historical_data_Close_lag5,7
DGS2_DGS2_lag5,7
CL=F_historical_data_Close_lag21,7
sp500_PE_Ratio_YOY_lag21,7
MACD_lag21,7
sp-500-pe-ratio-price-to-earnings-chart_ value_lag21,6
SP500_historical_data_Volume_lag21,6
ADX_lag1,6
global_economic_policy_uncertainty_GEPUCURRENT,6
DI_Plus_lag1,6
global_economic_policy_uncertainty_GEPUCURRENT_lag5,5
hv_30_lag5,5
^VIX_historical_data_Close_lag5,5
DI_Plus_lag5,5
dollar_index_historical_data_Close_lag1,5
CL=F_historical_data_Close_lag1,4
r_sp_bond_lag1,4
ADX,4
Stoch_D,4
transactions_summary_daily_Somme_Ventes_lag1,3
BAA10Y_BAA10Y_lag21,3
Stoch_K_lag1,3
dollar_index_historical_data_Close,3
XLF_historical_data_Close,3
std_21_lag21,3
DI_Minus,3
sp500_PE_Ratio_Value,3
RSI_lag5,3
MACD_lag5,3
XLE_historical_data_Close_lag1,3
transactions_summary_daily_Somme_Ventes,2
sp-500-pe-ratio-price-to-earnings-chart_ value,2
SP500_historical_data_Volume,2
DGS2_DGS2,2
^VIX_historical_data_Close_lag1,2
SP500_historical_data_Volume_lag1,2
ATR,2
sp-500-pe-ratio-price-to-earnings-chart_ value_lag5,2
MACD_Hist_lag21,2
ATR_lag5,2
ATR_lag21,2
MACD_lag1,2
XLE_historical_data_Close_lag5,2
XLF_historical_data_Close_lag5,2
DI_Plus,2
std_21,2
sp500_PE_Ratio_YOY_lag1,2
BAA10Y_BAA10Y_lag1,2
SP500_historical_data_Close_lag21,1
global_economic_policy_uncertainty_GEPUCURRENT_lag21,1
sp500_PE_Ratio_Value_lag21,1
DGS2_DGS2_lag1,1
std_21_lag1,1
Stoch_K_lag21,1
XLE_historical_data_Close,1
sp500_PE_Ratio_Value_lag1,1
SP500_historical_data_Close_lag1,1
FEDFUNDS_FEDFUNDS_lag5,1
XLF_historical_data_Close_lag21,1
sp-500-pe-ratio-price-to-earnings-chart_ value_lag1,1
ADX_lag21,1
sp500_PE_Ratio_YOY_lag5,1
MACD_Hist,0
BAA10Y_BAA10Y,0
hv_30,0
CL=F_historical_data_Close,0
transactions_summary_daily_Nombre_Achats,0
transactions_summary_daily_Somme_Achats,0
DI_Plus_lag21,0
SP500_historical_data_Volume_lag5,0
transactions_summary_daily_Nombre_Ventes,0
SP500_historical_data_Close,0
MACD,0
r_sp_bond,0
FEDFUNDS_FEDFUNDS,0
RSI_lag21,0
^VIX_historical_data_Close_lag21,0
RSI_lag1,0
CL=F_historical_data_Close_lag5,0
hv_30_lag21,0
DI_Minus_lag5,0
hv_30_lag1,0
DI_Minus_lag1,0
Stoch_K_lag5,0
transactions_summary_daily_Nombre_Achats_lag1,0
transactions_summary_daily_Nombre_Achats_lag21,0
BAA10Y_BAA10Y_lag5,0
transactions_summary_daily_Somme_Ventes_lag5,0
Stoch_D_lag5,0
Stoch_D_lag21,0
transactions_summary_daily_Somme_Ventes_lag21,0
MACD_Hist_lag5,0
MACD_Hist_lag1,0
XLE_historical_data_Close_lag21,0
global_economic_policy_uncertainty_GEPUCURRENT_lag1,0
XLF_historical_data_Close_lag1,0
transactions_summary_daily_Nombre_Achats_lag5,0
DGS2_DGS2_lag21,0
ATR_lag1,0
transactions_summary_daily_Somme_Achats_lag1,0
transactions_summary_daily_Somme_Achats_lag5,0
transactions_summary_daily_Somme_Achats_lag21,0
dollar_index_historical_data_Close_lag21,0
FEDFUNDS_FEDFUNDS_lag21,0
sp500_PE_Ratio_Value_lag5,0
r_sp_bond_lag5,0
transactions_summary_daily_Nombre_Ventes_lag5,0
r_sp_bond_lag21,0
transactions_summary_daily_Nombre_Ventes_lag21,0
SP500_historical_data_Close_lag5,0
