feature,importance
^VIX_historical_data_Close,6.021403789520264
sp-500-pe-ratio-price-to-earnings-chart_ value,5.434640884399414
adp_payroll_2000_aujourdhui_PAYEMS,5.235203266143799
sp500_PE_Ratio_YOY,4.909603595733643
XLF_historical_data_Close,4.760833740234375
silver_historical_data_Close,4.5072431564331055
sp500_PE_Ratio_Value,4.5048441886901855
RSI,4.334462642669678
SP500_historical_data_Close,4.208378314971924
gold_historical_data_Close,4.117478370666504
Market_yield_US_10_year_DGS10,3.9739973545074463
CL=F_historical_data_Close,3.9493303298950195
DI_Plus,3.7957980632781982
hv_30,3.7927863597869873
r_sp_gold,3.7467637062072754
BAA10Y_BAA10Y,3.7201011180877686
r_sp_bond,3.6635358333587646
MACD_Signal,3.6522486209869385
MACD,3.551456928253174
std_21,3.5090558528900146
XLE_historical_data_Close,3.362976551055908
DI_Minus,3.3115503787994385
ADX,3.110140323638916
transactions_summary_daily_Nombre_Ventes,2.998994827270508
MACD_Hist,2.9401607513427734
SP500_historical_data_Volume,2.7986631393432617
Stoch_K,2.704545021057129
Stoch_D,2.6760222911834717
transactions_summary_daily_Somme_Achats,2.282482624053955
transactions_summary_daily_Nombre_Achats,1.826223373413086
