feature,importance
^VIX_historical_data_Close,10.524006843566895
^VIX_historical_data_Close_lag1,8.222173690795898
FEDFUNDS_FEDFUNDS_lag1,7.217169761657715
FEDFUNDS_FEDFUNDS_lag5,6.237488746643066
RSI,5.3289408683776855
sp-500-pe-ratio-price-to-earnings-chart_ value_lag1,5.310727596282959
sp-500-pe-ratio-price-to-earnings-chart_ value_lag21,5.060714244842529
hv_30_lag5,4.35399866104126
FEDFUNDS_FEDFUNDS_lag21,4.246549606323242
SP500_historical_data_Close_lag21,4.192982196807861
dollar_index_historical_data_Close_lag5,4.166801929473877
global_economic_policy_uncertainty_GEPUCURRENT_lag1,4.153494834899902
CL=F_historical_data_Close_lag1,3.945794105529785
FEDFUNDS_FEDFUNDS,3.8723127841949463
Stoch_K,3.803222179412842
CL=F_historical_data_Close_lag21,3.8029255867004395
global_economic_policy_uncertainty_GEPUCURRENT,3.782041549682617
sp500_PE_Ratio_Value,3.776771068572998
XLE_historical_data_Close_lag1,3.7730326652526855
std_21_lag1,3.7642431259155273
sp-500-pe-ratio-price-to-earnings-chart_ value,3.7485692501068115
sp500_PE_Ratio_Value_lag5,3.743216037750244
SP500_historical_data_Close,3.7354753017425537
BAA10Y_BAA10Y_lag1,3.719576358795166
Stoch_D_lag1,3.671964645385742
DGS2_DGS2_lag1,3.6703641414642334
std_21,3.657871723175049
global_economic_policy_uncertainty_GEPUCURRENT_lag5,3.649932622909546
XLF_historical_data_Close_lag21,3.640643358230591
^VIX_historical_data_Close_lag5,3.6106314659118652
BAA10Y_BAA10Y_lag21,3.591069459915161
global_economic_policy_uncertainty_GEPUCURRENT_lag21,3.5848543643951416
transactions_summary_daily_Nombre_Ventes_lag1,3.547063112258911
ADX_lag5,3.546006917953491
sp500_PE_Ratio_YOY_lag1,3.485668659210205
MACD_lag21,3.4840502738952637
std_21_lag5,3.4821324348449707
XLF_historical_data_Close_lag5,3.4722843170166016
DGS2_DGS2_lag5,3.4508728981018066
hv_30,3.441786766052246
hv_30_lag21,3.4390103816986084
SP500_historical_data_Close_lag1,3.432569980621338
sp500_PE_Ratio_YOY_lag21,3.430067300796509
sp500_PE_Ratio_YOY,3.4222004413604736
BAA10Y_BAA10Y_lag5,3.4155848026275635
sp-500-pe-ratio-price-to-earnings-chart_ value_lag5,3.382291316986084
ADX_lag1,3.359821081161499
RSI_lag1,3.3478400707244873
r_sp_bond_lag21,3.3314931392669678
DI_Plus_lag1,3.3290107250213623
std_21_lag21,3.325741767883301
MACD_lag1,3.3135454654693604
DI_Minus,3.297281503677368
dollar_index_historical_data_Close,3.2868123054504395
XLF_historical_data_Close_lag1,3.283479690551758
XLE_historical_data_Close,3.269132375717163
XLF_historical_data_Close,3.2577567100524902
dollar_index_historical_data_Close_lag1,3.233877658843994
sp500_PE_Ratio_Value_lag1,3.210503578186035
MACD_lag5,3.171018362045288
ADX_lag21,3.164552927017212
MACD_Hist,3.161454677581787
dollar_index_historical_data_Close_lag21,3.1511521339416504
sp500_PE_Ratio_YOY_lag5,3.143831729888916
sp500_PE_Ratio_Value_lag21,3.1382741928100586
ATR_lag5,3.1225216388702393
MACD_Hist_lag5,3.111436605453491
SP500_historical_data_Close_lag5,3.1109018325805664
DI_Plus_lag5,3.1028051376342773
MACD_Hist_lag21,3.101043224334717
BAA10Y_BAA10Y,3.0981767177581787
ATR_lag21,3.0944161415100098
DI_Minus_lag21,3.0935676097869873
ATR,3.065599203109741
MACD_Hist_lag1,3.054908037185669
^VIX_historical_data_Close_lag21,3.01682186126709
r_sp_bond_lag5,3.0144004821777344
Stoch_D,3.0129079818725586
r_sp_bond_lag1,3.0106589794158936
MACD,3.0064873695373535
SP500_historical_data_Volume_lag1,3.0041751861572266
DI_Plus,3.0025949478149414
XLE_historical_data_Close_lag5,2.996238946914673
CL=F_historical_data_Close_lag5,2.97904109954834
hv_30_lag1,2.962559938430786
DI_Plus_lag21,2.940667152404785
transactions_summary_daily_Nombre_Ventes_lag5,2.9342055320739746
r_sp_bond,2.9063782691955566
ADX,2.8695015907287598
SP500_historical_data_Volume_lag21,2.8522493839263916
ATR_lag1,2.849447011947632
Stoch_D_lag21,2.818317174911499
