date_prediction,action_rl,action_executed,trade_return_executed,cumulative_return,y_true,y_pred_lgbm
2024-08-12,2,2,0.03720351116564893,1.2164247663045515,2,1
2024-08-15,0,0,-0.009723572265705,1.204596772183596,2,0
2024-08-20,2,2,0.0066980420839330215,1.2126652120578516,1,1
2024-08-23,0,0,0.0075301908258989135,1.2217968125125764,1,1
2024-08-28,2,2,0.010053275251390818,1.2340798721700375,0,1
2024-09-03,0,0,0.02179630598956183,1.260978254679415,0,0
2024-09-06,2,2,0.026941317989780837,1.294950670816932,2,0
2024-09-11,0,0,-0.014216441207441886,1.2765410807387256,2,0
2024-09-16,2,2,0.014299486641087713,1.2947949628695488,2,1
2024-09-19,0,0,-0.003376138258783997,1.290423556058124,1,1
2024-09-24,2,2,0.000913973471347217,1.2916029689551627,1,1
2024-09-27,0,0,0.0049893752193286255,1.2980472608016789,1,0
2024-10-02,2,2,-0.002381995320674399,1.294955318300435,1,1
2024-10-07,0,0,-0.014766634505715035,1.2758331864138606,2,1
2024-10-10,2,2,0.006091636253539798,1.2836050981056883,2,1
2024-10-16,0,0,-0.001970016996536424,1.2810763742455793,1,1
2024-10-21,2,2,-0.007536772816904498,1.2714211926517867,1,1
2024-10-24,0,0,-0.003969124752817413,1.2663747633247757,1,1
2024-10-29,2,2,-0.01785042801582478,1.2437694317709895,0,1
2024-11-01,0,0,-0.034953260927560535,1.2002956342885744,2,1
2024-11-06,2,2,0.011215980928088821,1.2137581272308233,2,1
2024-11-12,0,0,0.018945571892187586,1.236753469090002,0,1
2024-11-15,2,2,0.007919052019332897,1.246547384146816,1,1
2024-11-20,0,0,-0.011874083045550918,1.2317457769872424,2,1
2024-11-25,2,2,0.0018990169247865012,1.2340848830647755,1,1
2024-11-29,0,0,-0.00896998408814929,1.223015161300259,2,1
2024-12-04,2,2,-0.005527017283090143,1.2162555353662712,1,1
2024-12-09,0,0,0.0002643544165862592,1.216577057888743,1,1
2024-12-12,2,2,-0.00010578586552365214,1.2164483612316979,1,0
2024-12-17,0,0,0.019793007371335325,1.2405255326124056,0,0
2024-12-20,2,2,0.01841050433046683,1.263364233302621,2,1
2024-12-26,0,0,0.025831493190771618,1.295998817892642,0,1
2024-12-31,2,2,0.010344127944711328,1.3094047954811183,2,1
2025-01-06,0,0,0.009560878794807274,1.321923856024053,0,1
2025-01-10,2,2,0.021086197514316087,1.3497982035510625,2,1
2025-01-15,0,0,-0.007857261500140824,1.3391924860933415,2,2
2025-01-21,2,2,0.008596120832581313,1.3507043465218849,2,1
2025-01-24,0,0,0.010150424078096314,1.3644145684432099,0,1
2025-01-29,2,2,-0.007408169797696682,1.3543067536457316,1,1
2025-02-03,0,0,-0.014846770095233486,1.3341996726359313,2,1
2025-02-06,2,2,-0.0024771350792682422,1.3308946798240966,1,2
2025-02-11,0,0,-0.007601529671665156,1.3207778444255525,1,1
2025-02-14,2,2,0.004827768826078464,1.3271542545290453,1,1
2025-02-20,0,0,0.026525457867432333,1.362357628791139,0,1
2025-02-25,2,2,-0.0001259392972587213,1.362186054428754,1,1
2025-02-28,0,0,0.018787491340582753,1.3877781131305968,0,1
2025-03-05,2,2,-0.03903547354414357,1.333605537310346,0,2
2025-03-10,0,0,0.016571207377164162,1.3557049912284502,0,2
2025-03-13,2,2,0.016868568145960855,1.3785737932588065,2,2
2025-03-18,0,0,-0.009421746084643091,1.3655852210197787,2,2
2025-03-21,2,2,0.007876429408288657,1.3763411566141435,1,2
2025-03-26,0,0,0.017567678692108603,1.4005202758242659,0,1
2025-03-31,2,2,-0.03837060405710607,1.346781466846664,0,1
2025-04-03,0,0,0.07666977950652334,1.4500389049532698,0,1
2025-04-08,2,2,0.07638117799099299,1.5607945846463702,2,1
