feature,importance
^VIX_historical_data_Close,5.643591403961182
RSI,4.0481767654418945
FEDFUNDS_FEDFUNDS,3.43884015083313
sp-500-pe-ratio-price-to-earnings-chart_ value,3.1319491863250732
XLF_historical_data_Close,3.1249141693115234
SP500_historical_data_Close,3.111774206161499
global_economic_policy_uncertainty_GEPUCURRENT,2.9683873653411865
std_21,2.925945281982422
hv_30,2.92470645904541
BAA10Y_BAA10Y,2.849829912185669
sp500_PE_Ratio_Value,2.8441267013549805
dollar_index_historical_data_Close,2.7177672386169434
ADX,2.688192129135132
DGS2_DGS2,2.6695799827575684
MACD,2.555142641067505
sp500_PE_Ratio_YOY,2.5300095081329346
DI_Plus,2.521209716796875
MACD_Hist,2.498297691345215
r_sp_bond,2.4924123287200928
XLE_historical_data_Close,2.4823622703552246
Stoch_K,2.4731252193450928
DI_Minus,2.4217028617858887
CL=F_historical_data_Close,2.395068883895874
Stoch_D,2.3591549396514893
ATR,2.3470466136932373
SP500_historical_data_Volume,2.1730403900146484
transactions_summary_daily_Nombre_Ventes,2.1430928707122803
transactions_summary_daily_Somme_Ventes,2.114013671875
transactions_summary_daily_Nombre_Achats,2.1081387996673584
transactions_summary_daily_Somme_Achats,1.7823866605758667
