feature,importance
^VIX_historical_data_Close,6.311583042144775
FEDFUNDS_FEDFUNDS,3.921470880508423
RSI,3.819080114364624
XLF_historical_data_Close,3.5566482543945312
sp-500-pe-ratio-price-to-earnings-chart_ value,3.461806535720825
global_economic_policy_uncertainty_GEPUCURRENT,3.414019823074341
sp500_PE_Ratio_Value,3.381645679473877
SP500_historical_data_Close,3.316490650177002
hv_30,3.1752874851226807
DGS2_DGS2,3.1109611988067627
sp500_PE_Ratio_YOY,3.0033926963806152
MACD,2.995067834854126
std_21,2.913527011871338
r_sp_bond,2.8839802742004395
ADX,2.8529365062713623
Stoch_K,2.7940256595611572
BAA10Y_BAA10Y,2.787208318710327
MACD_Hist,2.7699363231658936
dollar_index_historical_data_Close,2.738311529159546
XLE_historical_data_Close,2.7174594402313232
Stoch_D,2.6708998680114746
DI_Plus,2.6603047847747803
ATR,2.61614727973938
DI_Minus,2.602205991744995
CL=F_historical_data_Close,2.589498996734619
SP500_historical_data_Volume,2.466989517211914
transactions_summary_daily_Nombre_Ventes,2.2971715927124023
transactions_summary_daily_Somme_Ventes,2.199927806854248
transactions_summary_daily_Nombre_Achats,2.104853391647339
transactions_summary_daily_Somme_Achats,2.08894681930542
