feature,importance
SP500_historical_data_Close,54
sp500_PE_Ratio_YOY_lag1,37
SP500_historical_data_Volume_lag1,35
gold_historical_data_Close_lag21,34
std_21,30
RSI,29
ADX_lag21,28
SP500_historical_data_Volume_lag21,27
silver_historical_data_Close_lag21,25
DI_Plus_lag21,24
hv_30,24
XLE_historical_data_Close,24
Stoch_K,23
SP500_historical_data_Volume_lag5,23
DI_Plus,20
^VIX_historical_data_Close_lag21,20
CL=F_historical_data_Close,18
transactions_summary_daily_Somme_Ventes,18
^VIX_historical_data_Close_lag5,18
SP500_historical_data_Volume,18
^VIX_historical_data_Close_lag1,16
Stoch_D,14
RSI_lag1,14
Stoch_K_lag1,12
^VIX_historical_data_Close,11
DI_Minus,9
transactions_summary_daily_Somme_Achats,8
MACD_Signal_lag5,7
transactions_summary_daily_Nombre_Achats,6
DI_Minus_lag5,4
