feature,importance
^VIX_historical_data_Close,35.017906188964844
^VIX_historical_data_Close_lag1,21.112178802490234
ADX_lag21,15.954375267028809
std_21,15.52730941772461
RSI,15.344862937927246
silver_historical_data_Close_lag21,15.268045425415039
RSI_lag1,14.825453758239746
hv_30,14.513410568237305
Stoch_K,14.338759422302246
transactions_summary_daily_Somme_Ventes,14.319681167602539
DI_Plus,14.15083122253418
CL=F_historical_data_Close,14.082674026489258
DI_Minus,13.620061874389648
SP500_historical_data_Volume_lag21,13.408047676086426
MACD_Signal_lag5,13.28580379486084
SP500_historical_data_Volume_lag5,13.263372421264648
^VIX_historical_data_Close_lag5,13.0944242477417
gold_historical_data_Close_lag21,12.93610954284668
Stoch_D,12.867602348327637
SP500_historical_data_Close,12.74756145477295
SP500_historical_data_Volume_lag1,12.73071575164795
transactions_summary_daily_Somme_Achats,12.683784484863281
Stoch_K_lag1,12.660050392150879
SP500_historical_data_Volume,12.314348220825195
DI_Minus_lag5,12.258025169372559
^VIX_historical_data_Close_lag21,12.233033180236816
DI_Plus_lag21,11.830774307250977
XLE_historical_data_Close,11.775165557861328
sp500_PE_Ratio_YOY_lag1,11.684895515441895
transactions_summary_daily_Nombre_Achats,10.000666618347168
